project,file_path,path_depth,lines_valid,lines_covered,line_rate,branches_valid,branches_covered,branch_rate,coverage_density,branch_to_line_ratio,num_functions,num_classes,num_imports,num_conditionals,num_loops,num_try_except
sqlalchemy,lib\sqlalchemy\ext\associationproxy.py,3,857,0,0.0,0,0,0.0,0.0,0.0,197,25,55,98,33,10
sqlalchemy,lib\sqlalchemy\ext\automap.py,3,221,0,0.0,0,0,0.0,0.0,0.0,18,6,37,45,7,0
sqlalchemy,lib\sqlalchemy\ext\baked.py,3,211,0,0.0,0,0,0.0,0.0,0.0,37,3,10,23,5,1
sqlalchemy,lib\sqlalchemy\ext\compiler.py,3,56,0,0.0,0,0,0.0,0.0,0.0,6,1,10,9,2,2
sqlalchemy,lib\sqlalchemy\ext\horizontal_shard.py,3,157,0,0.0,0,0,0.0,0.0,0.0,15,5,42,26,4,0
sqlalchemy,lib\sqlalchemy\ext\hybrid.py,3,217,0,0.0,0,0,0.0,0.0,0.0,64,14,39,21,2,0
sqlalchemy,lib\sqlalchemy\ext\indexable.py,3,71,0,0.0,0,0,0.0,0.0,0.0,6,1,13,10,0,2
sqlalchemy,lib\sqlalchemy\ext\instrumentation.py,3,204,0,0.0,0,0,0.0,0.0,0.0,50,3,14,14,3,3
sqlalchemy,lib\sqlalchemy\ext\mutable.py,3,286,0,0.0,0,0,0.0,0.0,0.0,67,6,37,27,8,0
sqlalchemy,lib\sqlalchemy\ext\orderinglist.py,3,113,0,0.0,0,0,0.0,0.0,0.0,22,1,15,11,3,1
sqlalchemy,lib\sqlalchemy\ext\serializer.py,3,82,0,0.0,0,0,0.0,0.0,0.0,6,2,12,18,0,0
sqlalchemy,lib\sqlalchemy\ext\asyncio\__init__.py,4,21,0,0.0,0,0,0.0,0.0,0.0,0,0,19,0,0,0
sqlalchemy,lib\sqlalchemy\ext\asyncio\base.py,4,119,0,0.0,0,0,0.0,0.0,0.0,17,4,22,9,0,4
sqlalchemy,lib\sqlalchemy\ext\asyncio\engine.py,4,318,0,0.0,0,0,0.0,0.0,0.0,57,4,57,13,0,2
sqlalchemy,lib\sqlalchemy\ext\asyncio\exc.py,4,4,0,0.0,0,0,0.0,0.0,0.0,0,3,1,0,0,0
sqlalchemy,lib\sqlalchemy\ext\asyncio\result.py,4,210,0,0.0,0,0,0.0,0.0,0.0,20,5,32,16,3,1
sqlalchemy,lib\sqlalchemy\ext\asyncio\scoping.py,4,175,0,0.0,0,0,0.0,0.0,0.0,32,1,51,6,0,0
sqlalchemy,lib\sqlalchemy\ext\asyncio\session.py,4,309,0,0.0,0,0,0.0,0.0,0.0,50,6,64,14,1,0
sqlalchemy,lib\sqlalchemy\ext\declarative\__init__.py,4,23,0,0.0,0,0,0.0,0.0,0.0,4,0,10,0,0,0
sqlalchemy,lib\sqlalchemy\ext\declarative\extensions.py,4,130,0,0.0,0,0,0.0,0.0,0.0,10,3,19,14,9,0
sqlalchemy,lib\sqlalchemy\future\__init__.py,3,4,0,0.0,0,0,0.0,0.0,0.0,0,0,4,0,0,0
sqlalchemy,lib\sqlalchemy\future\engine.py,3,3,0,0.0,0,0,0.0,0.0,0.0,0,0,3,0,0,0
sqlalchemy,lib\sqlalchemy\orm\__init__.py,3,150,0,0.0,0,0,0.0,0.0,0.0,1,0,146,0,0,0
sqlalchemy,lib\sqlalchemy\orm\_orm_constructors.py,3,91,0,0.0,0,0,0.0,0.0,0.0,25,0,66,2,0,0
sqlalchemy,lib\sqlalchemy\orm\_typing.py,3,56,0,0.0,0,0,0.0,0.0,0.0,13,3,36,3,0,0
sqlalchemy,lib\sqlalchemy\orm\attributes.py,3,954,0,0.0,0,0,0.0,0.0,0.0,146,11,99,135,11,10
sqlalchemy,lib\sqlalchemy\orm\base.py,3,263,0,0.0,0,0,0.0,0.0,0.0,52,17,42,21,1,4
sqlalchemy,lib\sqlalchemy\orm\bulk_persistence.py,3,715,0,0.0,0,0,0.0,0.0,0.0,52,7,54,139,16,7
sqlalchemy,lib\sqlalchemy\orm\clsregistry.py,3,310,0,0.0,0,0,0.0,0.0,0.0,32,7,36,48,7,9
sqlalchemy,lib\sqlalchemy\orm\collections.py,3,680,0,0.0,0,0,0.0,0.0,0.0,120,7,41,94,36,1
sqlalchemy,lib\sqlalchemy\orm\context.py,3,1318,0,0.0,0,0,0.0,0.0,0.0,113,20,83,236,45,3
sqlalchemy,lib\sqlalchemy\orm\decl_api.py,3,443,0,0.0,0,0,0.0,0.0,0.0,76,13,79,55,6,0
sqlalchemy,lib\sqlalchemy\orm\decl_base.py,3,898,0,0.0,0,0,0.0,0.0,0.0,67,10,70,187,29,2
sqlalchemy,lib\sqlalchemy\orm\dependency.py,3,498,0,0.0,0,0,0.0,0.0,0.0,53,5,12,121,43,0
sqlalchemy,lib\sqlalchemy\orm\descriptor_props.py,3,501,0,0.0,0,0,0.0,0.0,0.0,76,10,76,71,11,1
sqlalchemy,lib\sqlalchemy\orm\dynamic.py,3,116,0,0.0,0,0,0.0,0.0,0.0,16,5,32,15,0,0
sqlalchemy,lib\sqlalchemy\orm\evaluator.py,3,204,0,0.0,0,0,0.0,0.0,0.0,39,4,13,27,3,2
sqlalchemy,lib\sqlalchemy\orm\events.py,3,423,0,0.0,0,0,0.0,0.0,0.0,100,14,57,62,6,3
sqlalchemy,lib\sqlalchemy\orm\exc.py,3,81,0,0.0,0,0,0.0,0.0,0.0,9,11,15,8,0,3
sqlalchemy,lib\sqlalchemy\orm\identity.py,3,186,0,0.0,0,0,0.0,0.0,0.0,37,2,18,19,2,7
sqlalchemy,lib\sqlalchemy\orm\instrumentation.py,3,335,0,0.0,0,0,0.0,0.0,0.0,58,5,39,41,10,0
sqlalchemy,lib\sqlalchemy\orm\interfaces.py,3,417,0,0.0,0,0,0.0,0.0,0.0,66,21,88,31,3,2
sqlalchemy,lib\sqlalchemy\orm\loading.py,3,647,0,0.0,0,0,0.0,0.0,0.0,34,1,49,148,28,7
sqlalchemy,lib\sqlalchemy\orm\mapped_collection.py,3,163,0,0.0,0,0,0.0,0.0,0.0,23,5,29,20,1,0
sqlalchemy,lib\sqlalchemy\orm\mapper.py,3,1394,0,0.0,0,0,0.0,0.0,0.0,142,3,99,227,65,10
sqlalchemy,lib\sqlalchemy\orm\path_registry.py,3,354,0,0.0,0,0,0.0,0.0,0.0,66,10,32,40,7,4
sqlalchemy,lib\sqlalchemy\orm\persistence.py,3,539,0,0.0,0,0,0.0,0.0,0.0,23,0,16,139,45,1
sqlalchemy,lib\sqlalchemy\orm\properties.py,3,355,0,0.0,0,0,0.0,0.0,0.0,35,4,67,56,3,1
sqlalchemy,lib\sqlalchemy\orm\query.py,3,717,0,0.0,0,0,0.0,0.0,0.0,138,6,128,74,16,4
sqlalchemy,lib\sqlalchemy\orm\relationships.py,3,1222,0,0.0,0,0,0.0,0.0,0.0,125,9,111,241,18,3
sqlalchemy,lib\sqlalchemy\orm\scoping.py,3,188,0,0.0,0,0,0.0,0.0,0.0,72,3,67,8,0,0
sqlalchemy,lib\sqlalchemy\orm\session.py,3,1361,0,0.0,0,0,0.0,0.0,0.0,158,9,122,239,44,22
sqlalchemy,lib\sqlalchemy\orm\state.py,3,442,0,0.0,0,0,0.0,0.0,0.0,61,5,49,71,8,3
sqlalchemy,lib\sqlalchemy\orm\state_changes.py,3,73,0,0.0,0,0,0.0,0.0,0.0,4,3,15,7,0,2
sqlalchemy,lib\sqlalchemy\orm\strategies.py,3,1159,0,0.0,0,0,0.0,0.0,0.0,99,16,51,248,26,0
sqlalchemy,lib\sqlalchemy\orm\strategy_options.py,3,762,0,0.0,0,0,0.0,0.0,0.0,99,7,58,114,11,2
sqlalchemy,lib\sqlalchemy\orm\sync.py,3,70,0,0.0,0,0,0.0,0.0,0.0,7,0,4,4,6,8
sqlalchemy,lib\sqlalchemy\orm\unitofwork.py,3,384,0,0.0,0,0,0.0,0.0,0.0,51,11,18,52,20,1
sqlalchemy,lib\sqlalchemy\orm\util.py,3,797,0,0.0,0,0,0.0,0.0,0.0,90,14,114,116,9,7
sqlalchemy,lib\sqlalchemy\orm\writeonly.py,3,264,0,0.0,0,0,0.0,0.0,0.0,45,6,51,32,7,0
sqlalchemy,lib\sqlalchemy\pool\__init__.py,3,22,0,0.0,0,0,0.0,0.0,0.0,0,0,22,0,0,0
