project,file_path,path_depth,lines_valid,lines_covered,line_rate,branches_valid,branches_covered,branch_rate,coverage_density,branch_to_line_ratio,num_functions,num_classes,num_imports,num_conditionals,num_loops,num_try_except
tornado,test\netutil_test.py,1,130,108,0.8307692307692308,0,0,0.0,0.8307692307692308,0.0,17,11,13,1,3,3
tornado,test\options_test.py,1,225,224,0.9955555555555555,0,0,0.0,0.9955555555555555,0.0,30,2,10,2,5,2
tornado,test\process_test.py,1,165,38,0.23030303030303031,0,0,0.0,0.23030303030303031,0.0,15,3,16,6,0,5
tornado,test\queues_test.py,1,336,335,0.9970238095238095,0,0,0.0,0.9970238095238095,0.0,35,7,7,2,12,0
tornado,test\resolve_test_helper.py,1,4,0,0.0,0,0,0.0,0.0,0.0,0,0,2,0,0,0
tornado,test\routing_test.py,1,141,141,1.0,0,0,0.0,1.0,0.0,31,16,6,3,0,0
tornado,test\runtests.py,1,91,0,0.0,0,0,0.0,0.0,0.0,12,4,16,8,0,1
tornado,test\simple_httpclient_test.py,1,533,510,0.9568480300187617,0,0,0.0,0.9568480300187617,0.0,103,32,29,14,2,0
tornado,test\tcpclient_test.py,1,305,301,0.9868852459016394,0,0,0.0,0.9868852459016394,0.0,49,6,15,5,3,0
tornado,test\tcpserver_test.py,1,113,90,0.7964601769911505,0,0,0.0,0.7964601769911505,0.0,12,5,12,3,1,4
tornado,test\template_test.py,1,236,226,0.9576271186440678,0,0,0.0,0.9576271186440678,0.0,53,5,7,0,0,7
tornado,test\testing_test.py,1,221,201,0.9095022624434389,0,0,0.0,0.9095022624434389,0.0,42,14,14,2,0,4
tornado,test\twisted_test.py,1,34,15,0.4411764705882353,0,0,0.0,0.4411764705882353,0.0,4,1,5,4,0,1
tornado,test\util.py,1,56,49,0.875,0,0,0.0,0.875,0.0,6,1,11,3,0,1
tornado,test\util_test.py,1,226,221,0.9778761061946902,0,0,0.0,0.9778761061946902,0.0,37,16,9,5,1,2
tornado,test\web_test.py,1,1944,1895,0.9747942386831275,0,0,0.0,0.9747942386831275,0.0,405,151,32,46,26,11
tornado,test\websocket_test.py,1,588,570,0.9693877551020408,0,0,0.0,0.9693877551020408,0.0,104,41,24,11,7,4
tornado,test\wsgi_test.py,1,72,71,0.9861111111111112,0,0,0.0,0.9861111111111112,0.0,11,3,7,0,2,2
